,Time,Cell,Actb,Bmi1,Bmp4,Bmp7,Bmpr1a,Cd34,Cdh1,Cdh2,Cdk2,Cdx2,Cldn6,Ctcf,Ctnnb1,Dnmt1,Dnmt3b,Dppa3,Dppa4,Eomes,Esrrb,Ezh2,Fbxo15,Fgf4,Fgf5,Fgfr2,Foxa2,Gapdh,Gata1,Gata4,Gata6,Gdf3,GFAP,Gli2,Grb2,Gsc,Gsk3b,Hand1,Hdac1,Hes1,Igf2,Isl1,Jag1,Jarid2,Kdm1a,Kdm4c,Klf4,Lif,Lifr,Lin28a,Mbd3,MBP,Mef2a,Mixl1,Mki67ip,Myc,Myst3,Nanog,Ncam1,Nestin,Notch1,Nr0b1,Nr5a2,Nr6a1,Olig1,Olig2,Otx2,Pax6,Pou5f1,Prmt6,Prmt7,Ptpn11,Rai1,Rcc1,Rest,Sall4,Setdb1,Smad1,Smarca4,Smarcc1,Socs3,Sox1,Sox2,Stat3,T,Tbx3,Tcf7l1,Tcl1,Tgm2,Trp53,Tubb3,Utf1,Vim,Wdr5,Wnt3a,Wnt5a,Zfp281,Zfp42,State
E14tg2a.72h.1G,72,E14,16.0967154965,8.1441429665,0.0,9.7239791565,10.905901686500002,0.0,0.0,12.045311796500002,12.559051446500002,0.0,9.4418528865,13.2715527565,15.9364869865,14.9531783365,15.343753726500001,0.0,10.3723022065,0.0,0.0,11.1554503865,0.0,12.7235596265,0.0,9.1982484465,0.0,20.113713420499998,0.0,0.0,0.0,13.1838197365,0.0,11.013626036500002,0.0,8.8580563965,10.4133937565,0.0,15.2186652065,11.821816506500001,9.567388296499999,0.0,10.9310826965,11.8135701565,14.928589436500001,9.4712190165,0.0,9.6354467765,0.0,14.2344371765,14.0936716665,0.0,11.414033186500001,0.0,10.9642484365,11.446195006500002,12.497652916500002,13.7908183765,0.0,9.5137763865,8.959070946499999,0.0,0.0,8.7997575565,0.0,0.0,0.0,0.0,8.4323812865,8.6589226765,11.7758551565,12.7036595465,11.814869856500001,10.1668532465,12.746753956500001,14.6437693365,9.9787261365,11.7951290765,0.0,14.423315916500002,9.4371549865,0.0,0.0,10.1222538465,0.0,0.0,13.501729736500002,0.0,0.0,13.2363193665,11.559274056500001,9.1378956965,12.4718087465,13.193421656500002,0.0,0.0,11.643627136500001,8.3790463765,1
E14tg2a.72h.1H,72,E14,16.093596156500002,10.4235557265,0.0,0.0,10.4459441265,0.0,0.0,8.2309723765,11.443762326500002,0.0,14.5159657665,13.002994946500001,15.218633176500001,14.597616296500002,17.6223594265,0.0,9.2640194065,11.2642532165,0.0,11.0778384165,0.0,9.9373960365,11.536302496500001,9.4391142365,0.0,20.4124057205,0.0,0.0,0.0,15.211470936500001,0.0,3.9513594464999997,0.0,8.9306689265,0.0,0.0,14.710103056500001,11.0944643665,0.0,0.0,0.0,12.1914683265,14.821498526500001,10.9927005765,0.0,8.6153181365,8.9021833165,14.329196466500001,14.254134396500001,0.0,10.0570258165,0.0,12.083713456500002,10.9766868165,12.434386316500001,12.4751041365,0.0,8.5374512865,0.0,0.0,0.0,0.0,0.0,0.0,10.2116911765,0.0,12.314865626500001,7.9185888365,10.8659501565,12.7214557265,11.092151686500001,12.057578006500002,14.0752988165,15.3311483165,10.4811453265,10.5580247365,0.0,13.8656227765,0.0,0.0,0.0,0.0,0.0,0.0,14.4376189865,0.0,0.0,12.2199163765,10.426953706499999,12.885166446500001,11.572749956500001,13.3113734365,0.0,0.0,13.5320666665,11.043956986500001,1
E14tg2a.72h.2A,72,E14,16.6909295865,0.0,0.0,10.0938402465,12.283057326500002,0.0,0.0,11.7954137765,12.926151526500002,0.0,0.0,14.432804046500001,16.043529356500002,15.929971546500001,16.382177456500003,0.0,9.4111772965,0.0,0.0,11.1747011065,0.0,0.0,9.5540493965,10.5188283265,0.0,20.7266105655,0.0,0.0,0.0,13.9750245465,0.0,9.3266657265,10.3071578565,0.0,0.0,0.0,15.9067629865,9.4468913165,9.2524608165,0.0,0.0,13.6300998065,15.380221436500001,12.155260096500001,8.2595344265,0.0,0.0,15.0681010465,14.220336106500001,0.0,7.6402146564999995,0.0,7.5426553665,13.8881527565,12.208017406500002,10.4910401065,0.0,9.7970363865,0.0,0.0,0.0,6.9174865164999995,0.0,0.0,9.5735906465,0.0,10.5402046165,9.6821419065,12.0930265165,12.815515066500001,11.7533727065,13.030006806500001,13.929014936500002,14.297472066500001,10.1706091365,12.690588876500001,0.0,14.257179156500001,0.0,0.0,7.3256421365,0.0,0.0,0.0,11.960691606500001,0.0,0.0,12.5061945565,10.3919430265,5.1933327865,12.414852616500001,12.3079046165,0.0,0.0,13.662046056500001,12.243476006500002,3
E14tg2a.72h.2B,72,E14,16.2469776165,11.314720926500001,0.0,0.0,11.5983995765,9.500572136499999,0.0,11.6296934865,12.755953596500001,0.0,12.624977216500001,14.2524164365,15.9785145165,15.4059664665,16.432264046500002,0.0,8.915281606499999,9.9531913465,0.0,11.4885648665,0.0,11.110465756500002,0.0,10.6466693065,8.3573071365,20.5790440625,0.0,0.0,0.0,13.756062296500001,0.0,0.0,10.1309516665,0.0,9.3267999265,0.0,15.1389768465,9.2836297565,0.0,0.0,13.7626544165,12.157110736500002,16.5162564165,12.171897746500001,0.0,8.4855998665,0.0,14.9282689165,13.9721313565,0.0,8.237137346499999,0.0,9.9766182365,12.4367566165,12.3023093765,11.428866256500001,0.0,9.3075354365,9.0922022965,10.2497248665,0.0,7.8588395664999995,0.0,0.0,0.0,9.575093536499999,11.1576320365,0.0,11.4823028765,11.845918886500002,10.831114646500001,12.6234079265,14.193660586500002,15.205253076500002,9.6080990165,11.0516502565,0.0,14.3565821865,10.7202424165,0.0,0.0,11.4092993365,0.0,0.0,13.3143713165,0.0,0.0,13.790015846500001,10.769084366500001,6.8397201765,13.375549156500002,12.8841509765,0.0,11.217101986500001,13.4664075165,8.0647196165,5
E14tg2a.72h.2C,72,E14,16.336251686500002,11.1241308765,9.9128081665,10.7916272865,12.195375466500002,10.1794195565,0.0,9.6388810165,13.0233787265,0.0,14.003776316500002,14.794153406500001,15.433497926500001,15.3470449465,17.0506303865,0.0,9.6900241665,10.6984308065,0.0,10.8266301765,9.2378285765,0.0,12.0662077965,11.3508425165,0.0,20.468587043499998,0.0,0.0,0.0,11.915276446500002,0.0,10.3063486065,0.0,0.0,10.3029604765,0.0,15.749205056500001,7.6190892565,10.840717466500001,0.0,0.0,10.4488991765,15.473286796500002,11.3992363665,0.0,0.0,10.7485857765,15.238171626500002,13.978806246500001,0.0,10.907556726500001,0.0,11.1467447365,10.4625628565,12.860986546500001,12.284387606500001,0.0,0.0,0.0,0.0,7.5001183565,8.0928826665,0.0,0.0,11.964815316500001,10.6177168965,12.2180311565,0.0,9.3461886465,12.919420716500001,11.864745476500001,11.762461056500001,13.7895251665,15.586230846500001,10.6403035665,11.977825286500002,0.0,14.883173776500001,9.2519218665,0.0,0.0,0.0,0.0,0.0,14.856074326500002,0.0,0.0,13.9083114165,12.042524716500001,6.2512126565,13.4191264265,13.355693896500002,0.0,8.2163535965,13.428525896500002,9.7600425365,5
E14tg2a.72h.2D,72,E14,17.7936715465,6.7575244864999995,0.0,0.0,2.4467171365000002,0.0,0.0,11.475172976500001,13.0733465565,0.0,10.6359110965,13.799783796500002,15.667227206500002,15.103827886500001,16.3275183665,0.0,0.0,0.0,0.0,0.0,5.6417539365,0.0,0.0,8.6173436065,9.4754452065,20.4069192595,0.0,0.0,0.0,11.100996296500002,0.0,10.4466198365,11.3386319565,0.0,9.4319859965,0.0,15.0838791565,9.2504436765,11.584634556500001,0.0,13.570179456500002,12.6692749565,16.4334720565,11.8731882565,10.3975198465,6.0035188965,0.0,14.760314846500002,14.234417506500002,0.0,11.3754575765,0.0,12.0885505265,11.684867266500001,12.907009056500002,9.2301878865,0.0,9.9294931365,8.6119820065,0.0,0.0,10.2322825665,0.0,0.0,0.0,0.0,0.0,0.0,10.0404206765,11.393764136500002,12.712361236500001,11.4354962165,12.9730769165,14.051340766500001,10.0225829065,12.5682879365,0.0,14.014612516500002,0.0,2.2586627765,0.0,10.0456122665,0.0,0.0,12.599289226500002,0.0,0.0,13.1981381065,13.229915296500002,9.941657146499999,10.585184546499999,13.458404596500001,0.0,0.0,13.1625643765,6.5338311165,3
E14tg2a.72h.2E,72,E14,16.681845056500002,10.7562106165,0.0,0.0,9.7947800365,0.0,0.0,8.315519996499999,11.739942666500001,0.0,0.0,11.1632950965,16.009165526500002,12.6832546765,15.0396400465,0.0,11.1970811265,0.0,0.0,9.2487793065,0.0,0.0,0.0,9.1951259665,0.0,20.0069370715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5670158565,0.0,15.316443926500002,9.9661005765,0.0,0.0,9.9257859665,11.4252617265,15.0545108765,11.760496576500001,0.0,2.1695276565,9.7806166665,13.559836136500001,13.250027906500002,0.0,0.0,0.0,11.2983693165,11.8292667065,11.4798353965,0.0,0.0,7.7181923464999995,0.0,0.0,0.0,8.5498856465,0.0,0.0,0.0,10.934952776500001,10.5816618265,0.0,11.141949266500001,11.2195825365,0.0,0.0,9.4450850465,12.6415734465,8.015098716499999,11.0915226565,0.0,13.465287486500001,9.400620996499999,0.0,0.0,10.5871725265,0.0,0.0,10.2454062465,0.0,0.0,12.604225196500002,16.3668576365,8.2140318965,15.2920248065,11.771914926500001,0.0,8.287360186499999,12.7814181465,10.6775760465,3
E14tg2a.72h.2F,72,E14,17.4454369465,0.0,0.0,9.9450671565,11.599733116500001,0.0,0.0,12.6438593165,12.7600636165,0.0,0.0,13.748271156500001,15.6339932165,14.714160686500001,15.4617051065,0.0,8.7316756465,0.0,0.0,10.4999836965,0.0,0.0,0.0,9.300711956499999,0.0,20.0633739795,0.0,0.0,0.0,10.9901402165,0.0,0.0,9.3838728165,0.0,0.0,0.0,14.785184696500002,11.515034146500001,0.0,0.0,14.240334396500002,11.5753042565,15.4502432765,12.061593596500002,9.4890592465,0.0,0.0,14.4741443365,13.294577826500001,0.0,9.9961626165,0.0,8.0534968765,13.2568334765,11.237652906500001,11.110678936500001,0.0,8.6939483765,8.932556696499999,0.0,0.0,8.5563220065,0.0,0.0,0.0,11.887753276500002,10.3806452965,10.1971602365,10.948618856500001,11.9598274965,9.7577935365,11.842548476500001,12.809820576500002,13.7325667065,9.653199836499999,10.8566434165,0.0,14.024077826500001,0.0,2.1240413265,11.4663088265,9.8985110465,0.0,0.0,13.2367525765,0.0,0.0,13.436560126500002,11.176144326500001,8.3224745765,15.0776828465,12.538266616500001,0.0,8.5561603165,13.151603316500001,0.0,3
E14tg2a.72h.2G,72,E14,16.414157096500002,7.0244169864999995,0.0,9.9104532465,9.6973416165,9.1880871465,0.0,8.0795483765,11.631417096500002,0.0,13.8033292065,10.001896326499999,15.5266530565,13.595187626500001,11.5453484265,0.0,8.6985189065,0.0,0.0,0.0,0.0,0.0,9.7732911065,10.3985641865,0.0,17.540532706500002,0.0,0.0,0.0,10.2703040965,0.0,0.0,9.590393196499999,0.0,0.0,11.639052816500001,12.626346356500001,9.2319103265,0.0,0.0,10.5699372765,10.3710004565,15.931895736500001,12.018789956500001,9.6448520565,0.0,10.464491366499999,11.4392540265,13.2426539465,0.0,11.6861837165,0.0,9.5990708665,9.922360596499999,11.374273336500002,8.6799107765,0.0,10.4721934465,10.1688355565,10.220041006499999,0.0,0.0,0.0,0.0,9.1853198365,0.0,9.7516928665,0.0,9.3032998765,12.092523036500001,0.0,10.8942020665,12.447180126500001,11.715429396500001,0.0,9.1600578565,0.0,13.290747446500001,0.0,0.0,9.9551631165,12.2212052065,0.0,0.0,12.6739856065,0.0,0.0,13.8064321865,0.0,12.5195434965,13.2699843565,11.747336486500002,0.0,0.0,13.4425588865,12.188912416500001,5
E14tg2a.72h.2H,72,E14,16.7280982465,10.1660765465,0.0,0.0,11.241137316500001,9.0967852365,9.3733282665,11.2190197465,11.7631480565,0.0,0.0,13.3366035865,15.6452899465,13.948923906500001,14.3877600465,0.0,9.2226835165,0.0,0.0,9.3191093965,9.4481806865,0.0,9.764797936499999,10.2832413165,0.0,19.540394021500003,0.0,0.0,0.0,11.8485665265,0.0,0.0,0.0,0.0,0.0,0.0,14.973804196500001,10.687710706499999,0.0,0.0,12.2086480065,12.2853479065,15.3407998565,12.3557482365,5.8919116365,0.0,10.3696727165,14.371992546500001,13.8893324865,0.0,9.9293130865,0.0,9.9474341765,12.6398552565,11.608244026500001,9.3071342665,0.0,0.0,11.049085596500001,0.0,0.0,8.172949986499999,0.0,0.0,0.0,9.4156425165,8.616569006499999,9.4620998165,11.2297218865,10.105295826499999,10.0820505765,11.316974246500001,11.138047716500001,13.2112359265,9.271155886499999,10.3257772965,0.0,13.8236673065,0.0,0.0,0.0,0.0,0.0,0.0,10.848151066500002,0.0,0.0,12.326609756500002,13.9476619265,0.0,14.188516986500002,12.082283266500001,0.0,9.7864949565,12.7580990765,9.4907572565,3
E14tg2a.72h.3A,72,E14,17.4531388565,0.0,0.0,0.0,10.3281135965,9.3687760865,7.4183252065,13.184164566500002,13.458479336500002,0.0,9.8799985265,13.1856022665,15.6859530565,15.252973796500001,15.577255696500002,0.0,10.5434352865,0.0,0.0,10.881881466500001,0.0,0.0,0.0,9.2837362265,0.0,20.0084387815,0.0,0.0,0.0,0.0,0.0,10.3695430365,11.2747387065,0.0,10.866318426500001,0.0,15.538896436500002,6.1792760665,8.5062685365,0.0,0.0,12.590588526500001,14.9904960465,11.2142029065,0.0,0.0,9.1269026265,13.6837007365,13.282604496500001,0.0,10.8792475265,0.0,11.6622700765,10.881938316500001,12.583585756500002,12.4126409565,0.0,10.836843836500002,10.7106266565,0.0,0.0,0.0,0.0,6.5023482365,0.0,9.7436644665,10.464813746499999,0.0,11.0300376965,11.665138736500001,11.617457726500001,9.3654357265,10.6515825065,13.3552091565,9.516415886499999,12.298540716500002,0.0,14.6439735565,8.8727712565,0.0,0.0,0.0,0.0,0.0,12.6746352765,0.0,0.0,12.6463337065,11.7105712265,1.5592523565,13.2719734665,13.198510246500001,0.0,10.0756807765,12.2381612865,0.0,3
E14tg2a.72h.3B,72,E14,16.5744613865,9.1200920665,6.2911517265,10.5692247065,11.396895736500001,9.399260116499999,9.2489217865,12.169405386500001,12.361034526500001,9.5756540665,10.5420785865,13.008876506500002,15.653301696500002,15.279280386500002,15.623982616500001,0.0,5.0740569365,0.0,0.0,0.0,0.0,10.9694765165,11.188173626500001,0.0,0.0,20.0692901655,0.0,0.0,0.0,0.0,0.0,0.0,10.1484063865,0.0,0.0,0.0,15.081654586500001,10.0622414665,0.0,0.0,12.374436196500001,11.930293226500002,14.802742846500001,12.2172233865,0.0,0.0,8.659336636499999,14.0993105565,13.2731547965,0.0,11.687861056500001,0.0,0.0,10.838489586500001,12.5885441865,11.8980882265,0.0,9.2411695565,0.0,0.0,0.0,0.0,0.0,0.0,10.1107122565,9.6238927965,10.2753899365,8.8323994465,11.983630636500001,11.334198926500001,11.1298779865,11.2197127165,12.331120206500001,14.638494916500001,9.3454185965,11.191643346500001,0.0,14.1182550365,0.0,0.0,0.0,0.0,0.0,0.0,10.6074037365,0.0,0.0,12.797660336500002,11.9594996565,5.2050557965,12.5689484065,11.3399873365,0.0,0.0,13.349086216500002,8.2550251165,5
E14tg2a.72h.3C,72,E14,15.4855225265,9.2903044165,0.0,0.0,11.941111326500002,0.0,8.8161525065,13.553864046500001,12.351063316500001,0.0,9.6982470465,14.430041266500002,15.7733149365,15.491421176500001,15.077101116500002,0.0,9.8995384665,0.0,0.0,9.0855394865,0.0,0.0,0.0,11.4914539265,0.0,20.3364774775,0.0,8.6703311565,0.0,0.0,0.0,0.0,11.2556015365,0.0,0.0,0.0,14.8127214365,11.388202856500001,0.0,0.0,10.6913589765,13.2139031065,15.974510436500001,12.256840566500001,0.0,0.0,0.0,14.956376766500002,14.1791475165,0.0,0.0,0.0,9.800218406499999,0.0,12.3227846865,10.4269336865,0.0,8.1892369865,0.0,10.2846169865,0.0,10.0417355865,0.0,0.0,0.0,12.498051396500001,0.0,0.0,11.3552036765,12.0920394365,11.3109838865,11.7362287265,12.1056511165,13.631403286500001,10.4191669065,11.031345166500001,0.0,13.974367306500001,0.0,0.0,10.0793830565,10.2551273065,0.0,0.0,11.3303124265,0.0,0.0,13.3804488265,11.590637976500002,0.0,13.3319628365,13.145083276500001,0.0,11.198085886500001,12.080074446500001,12.4255219265,3
E14tg2a.72h.3D,72,E14,15.233060296500001,10.373788746499999,0.0,8.729794866499999,11.1952063165,0.0,7.7508789765,11.2305470565,12.622940706500001,0.0,11.1853662665,11.7305795365,14.3951569065,13.4790394365,13.348783996500002,10.5377453365,9.3506367765,0.0,0.0,8.599695346499999,0.0,0.0,0.0,10.0919819365,8.9853507465,19.4568537265,0.0,0.0,0.0,0.0,0.0,9.274163226499999,0.0,0.0,0.0,0.0,14.2769282465,8.062975096499999,0.0,0.0,12.2072556965,9.4762313165,12.1345506365,11.532010876500001,0.0,8.9243404765,8.7226865165,13.1576408165,12.295722776500002,0.0,0.0,0.0,0.0,0.0,11.2269545565,10.9112039065,0.0,0.0,9.2828883665,0.0,0.0,9.0805410465,0.0,0.0,0.0,10.724976246499999,0.0,0.0,10.4159689665,0.0,11.6264628465,0.0,12.479666126500002,12.938942006500001,9.1606152265,11.3988554265,0.0,12.273502846500001,10.3842118265,0.0,0.0,9.9076264665,0.0,0.0,11.5735053365,0.0,0.0,11.9628751965,12.3050725365,8.0453879665,10.3956872665,9.1736106765,0.0,10.7267916465,12.0682868965,9.6561881865,1
E14tg2a.72h.3E,72,E14,17.431181316500002,10.0362341865,0.0,9.0543267265,11.645784326500001,0.0,0.0,11.4568289565,13.840574276500002,9.8202464565,9.6001510865,12.668700966500001,15.658812456500002,14.9595001365,16.337433126500002,0.0,10.935710016500002,0.0,0.0,10.0591191765,9.4931676965,11.1820847365,0.0,9.6700670665,0.0,20.2337799765,0.0,9.3148170365,10.8988040465,13.6378294565,0.0,0.0,11.205328536500001,0.0,9.4444845265,0.0,16.099877276500003,10.5142359465,0.0,0.0,10.6584754865,11.463192756500002,15.028234516500001,9.924430556499999,9.6805760765,0.0,7.9769656265,14.647220076500002,14.036132676500001,0.0,10.5006156465,6.3287680564999995,11.631198686500001,12.872450356500002,12.9716415465,12.215205496500001,0.0,9.9151955565,0.0,0.0,0.0,10.1755984565,0.0,0.0,9.242664766499999,10.945995896500001,11.255674796500001,0.0,9.5688943865,11.604687296500002,10.0863429665,11.5331814865,13.1787336965,14.051927086500001,10.2110308665,11.647062616500001,0.0,14.1235857065,0.0,0.0,0.0,0.0,0.0,0.0,12.322295006500001,0.0,0.0,14.4003913165,13.104570736500001,10.4485027965,12.0532061165,13.052524356500001,0.0,0.0,12.626189726500002,9.3512052665,5
E14tg2a.72h.3F,72,E14,17.634506676500003,11.7226585765,0.0,9.6987035865,12.5677264765,10.1212136665,0.0,12.842761736500002,13.144976786500001,0.0,0.0,12.3878822665,16.311481596500002,14.430851356500002,15.7399317565,11.066115446500001,11.282979366500001,0.0,0.0,10.2016957665,9.6174809865,0.0,0.0,10.7642214865,0.0,20.3019571395,0.0,10.0231419265,0.0,13.904024986500001,0.0,8.9000009765,11.247223056500001,0.0,0.0,0.0,15.5332403165,0.0,10.1388611265,0.0,13.1861520765,11.152065446500002,15.6822804965,11.162638706500001,0.0,0.0,8.940595566499999,15.2440315665,13.9380484965,0.0,0.0,0.0,10.992154196500001,12.2999461565,11.890733196500001,10.6413824565,0.0,9.4793943465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8503442665,9.3355732965,0.0,11.9861443365,12.4849929665,0.0,12.0013585465,13.5230189065,14.129245326500001,11.110292666500001,10.926449406500002,0.0,14.459672066500001,0.0,2.6072180365,4.7942750965,0.0,0.0,0.0,12.061568346500001,0.0,0.0,12.6492071665,11.660768026500001,8.6707155865,13.838870936500001,13.326648286500001,0.0,10.3123272765,13.0691261865,10.2665162565,3
E14tg2a.72h.3G,72,E14,15.4866549965,8.9458447765,0.0,9.111741586499999,10.880739016500002,0.0,0.0,0.0,12.0909278365,0.0,13.2732701565,13.8281739565,15.7731983165,14.332964006500001,16.8075515865,0.0,5.9323384064999996,9.8117753265,0.0,10.572490136499999,0.0,9.700605766499999,12.145153356500002,6.7600500665,11.609979236500001,19.8994925985,0.0,0.0,0.0,0.0,0.0,9.7765055365,10.1496939665,0.0,0.0,0.0,14.811834606500001,10.1355227665,0.0,0.0,0.0,11.0697637765,14.8944802665,12.7525630265,0.0,0.0,10.2551166965,14.1000917065,14.3009777165,0.0,0.0,0.0,10.996983446500002,10.9357002365,11.9524242965,13.850718866500001,0.0,9.6198650765,0.0,0.0,0.0,8.8148829565,0.0,0.0,0.0,0.0,11.450918666500002,0.0,11.3035096965,10.3077152965,9.8472948165,11.285879516500001,13.749873676500002,15.130113256500001,8.9602908965,9.9379906065,0.0,14.4484399465,9.499855006499999,0.0,0.0,9.8236225465,0.0,0.0,13.5962910165,0.0,0.0,12.8632275165,13.063342416500001,11.720765956500001,13.9318486865,12.130719026500001,0.0,0.0,13.5070614365,10.796379516500002,5
E14tg2a.72h.3H,72,E14,18.1092927755,9.5869835365,0.0,9.9815241265,10.5665278365,10.377153826499999,0.0,12.215598686500002,13.701110356500001,0.0,10.8984260165,13.9986275565,16.1276767465,15.3531880365,16.846990586500002,0.0,9.6129272965,0.0,0.0,11.513544986500001,0.0,9.539089066499999,0.0,11.533165996500001,0.0,20.406868693499998,0.0,0.0,0.0,14.586130526500002,0.0,12.0941879765,11.703510926500002,8.5308131765,0.0,0.0,16.4824426865,11.4283707665,11.7883767165,0.0,10.981412226500002,12.026072546500002,16.1554882565,12.057765186500001,0.0,5.096795236499999,0.0,15.4793327165,15.4016378365,0.0,10.2188907265,0.0,11.428182046500002,13.5743443265,12.884741056500001,12.837370036500001,0.0,9.573898096499999,0.0,0.0,0.0,10.0810173465,0.0,0.0,0.0,9.9507520265,12.135606496500001,0.0,12.505361786500002,13.516140076500001,10.662439556499999,11.7678054465,13.4420015265,16.6638219465,11.1936410965,12.405157236500001,0.0,15.1637606065,0.0,0.181334986500001,0.0,9.6994544965,0.0,0.0,12.2025851065,0.0,0.0,13.5517336665,12.839826766500002,10.0278982865,13.7197730465,14.0798568065,0.0,12.1250482065,13.8895032865,11.609453126500002,3
E14tg2a.72h.4A,72,E14,15.741548576500001,7.3251115565,0.0,0.0,11.093245456500002,0.0,0.0,12.3712912665,13.969535736500001,0.0,2.1591223165,13.3468633865,15.275551096500001,14.604188396500001,16.2946053665,0.0,0.0,0.0,0.0,7.9082633765,0.0,0.0,10.6939471965,12.126954986500001,7.7356275865,20.1513579845,0.0,0.0,0.0,0.0,0.0,9.1345769065,8.5984631865,0.0,0.0,0.0,14.2680234665,0.0,10.025223176499999,0.0,0.0,11.657812066500002,15.3574598765,11.434485186500002,9.239280256499999,0.0,0.0,14.168357636500001,12.839726776500001,0.0,9.8518429765,0.0,11.213182346500002,10.6980740765,12.198496396500001,13.2315943565,0.0,9.2406604465,10.1969303665,0.0,0.0,9.7827406865,0.0,0.0,0.0,0.0,10.7664344065,0.0,11.717814156500001,11.955585286500002,9.8465593465,11.3258930865,12.091793456500001,12.782237696500001,10.0330035765,10.5491044665,0.0,14.454489766500002,8.2013729965,0.0,0.0,0.0,0.0,0.0,12.6481432065,0.0,0.0,13.140423246500001,5.6678682264999996,0.0,14.2212630865,12.9231161765,0.0,8.2969210365,12.2441350265,9.1041151465,3
E14tg2a.72h.4B,72,E14,16.611513536500002,9.3194829565,9.3608451565,0.0,11.1391319865,11.2397224765,0.0,11.4304938865,12.011675206500001,0.0,10.7057089565,14.9272403365,15.9368043665,15.3435333865,16.1502217265,0.0,10.0810369665,0.0,0.0,11.219570906500001,0.0,13.705595736500001,0.0,9.284336376499999,0.0,20.2547212055,0.0,0.0,0.0,8.2804287165,0.0,10.1761252765,11.653785586500002,9.0064255065,0.0,0.0,15.669058256500001,8.1723738465,10.2452616965,0.0,10.838864686500001,12.6077017265,16.2717542165,12.4666719765,0.0,0.0,9.4118065065,15.221457676500002,13.8117595765,0.0,11.8825856665,0.0,12.394001136500002,12.173409706500001,12.6393649865,12.7268797365,0.0,8.2892147565,0.0,0.0,0.0,8.5653449465,0.0,0.0,0.0,11.910115026500002,0.0,0.0,8.3518633865,11.6941650965,9.7195964565,10.3692726565,13.3144653665,13.2435119565,9.7494784265,11.373391316500001,0.0,14.5222026665,9.5692401365,0.0,0.0,10.9304825865,0.0,0.0,13.9978863565,0.0,0.0,13.126252156500001,12.829804066500001,0.886017886499996,12.266915366500001,13.125096496500001,0.0,0.0,13.0854260265,9.3693058065,3
E14tg2a.72h.4C,72,E14,16.9345195665,6.8229756465,0.0,0.0,10.1578242465,10.2295619265,0.0,11.7323022365,13.1195643465,0.0,13.3922933465,14.664504326500001,15.447150736500001,14.965874146500001,17.1519115065,0.0,12.1817226665,10.9859216365,0.0,10.7527150665,11.759982646500001,13.371214076500001,11.513527486500001,10.5455836565,0.0,21.0619835345,8.3210269365,0.0,0.0,13.962088166500001,0.0,8.2544584765,9.9261467565,0.0,9.0868971665,0.0,16.1719366365,6.4442925465,10.5969753665,0.0,0.0,14.365883876500002,16.6924986965,13.2022420265,0.0,9.5879682165,12.1620807865,16.0787724865,15.0330258565,0.0,11.213424446500001,0.0,12.4571555865,14.652798786500002,13.387923076500002,0.0,0.0,0.0,0.0,10.5201401165,7.4687421364999995,8.8682850665,0.0,0.0,0.0,0.0,12.402401566500002,0.0,12.2511520765,11.3504301165,0.0,11.3550682265,14.130943936500001,14.748720376500001,10.4655089865,13.3296551265,0.0,14.9077101365,10.6105755965,0.0,0.0,11.294778756500001,0.0,0.0,12.9253164965,0.0,0.0,13.544775796500002,15.628068286500001,9.5201549065,17.2496213265,13.052145366500001,0.0,11.585433526500001,14.4195720465,12.0126222365,5
E14tg2a.72h.4D,72,E14,17.0064665865,11.073631586500001,0.0,8.4160613165,10.775810356500001,0.0,0.0,13.8459697565,13.3802352765,0.0,0.0,13.104775106500002,16.3881493765,14.8249623365,14.352194306500001,0.0,6.9343218564999995,0.0,0.0,10.0189863165,0.0,0.0,0.0,9.8807443465,0.0,17.6247269565,0.0,0.0,0.0,10.7031804065,0.0,0.0,10.1693560865,0.0,0.0,0.0,15.0819844365,0.0,0.0,0.0,12.2168701565,11.995666466500001,15.508106216500002,11.606841776500001,0.0,0.0,8.618698586499999,14.1793469465,11.868169036500001,0.0,11.0312849565,0.0,10.6178029665,12.0907831565,11.786124886500001,0.0,0.0,6.9767988065,8.6941090165,0.0,0.0,0.0,0.0,0.0,8.8942419365,10.867127806500001,0.0,8.8009436965,11.8543765165,12.4059176265,9.4977534565,12.451844876500001,12.464395926500002,13.2927918465,9.3969587565,11.7048002965,0.0,14.2970891365,8.2453267665,0.0,0.0,9.236494026499999,0.0,0.0,9.7527281365,0.0,0.0,0.0,11.373237816500001,0.0,12.850726616500001,12.314953866500002,0.0,0.0,12.8348037865,7.0771840665,3
